CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
10 002.001 6.25 0.161885023117 0.735522650182 4.73415589333 0.203074932098 0.410744905472 0.672971010208 3.8674352169 0.953125
50 002.001 15.0 1.40053415298 1.9971914053 2.930341959 1.55018210411 1.91192388535 2.4900200367 2.70816707611 0.540625
100 002.001 0 2.31371688843 3.27879390961 4.72434711456 2.52620506287 3.20665192604 4.07643198967 4.45347595215 0.5
