CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
10 001.003 0 0.00666117668152 0.0189858749509 0.169910907745 0.00812816619873 0.0136241912842 0.0202829837799 0.0356469154358 1.0
50 001.003 0 0.00698518753052 0.0177607319572 0.044557094574 0.0104620456696 0.0149161815643 0.0308809280396 0.0351741313934 1.0
100 001.003 0 0.00738501548767 0.0217873524397 0.0975470542908 0.0118038654327 0.0166161060333 0.0386128425598 0.0652530193329 1.0
