CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
10 003.001 7.14285714286 0.180477142334 1.52272452627 10.0498239994 0.228083848953 0.641268014908 3.857172966 3.98083090782 0.803571428571
50 003.001 2.08333333333 1.37449502945 1.83831229309 10.482364893 1.48337602615 1.62752389908 1.94073987007 2.02979111671 0.578125
100 003.001 2.05128205128 2.5437669754 3.30370540863 18.0877690315 2.77711701393 3.01928091049 3.22506904602 3.26783108711 0.489743589744
