CUs RPS ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
10 4.18333333333 4.38247011952 0.00666117668152 2.02557848269 25.7530810833 0.0158338546753 0.418057203293 9.31219601631 10.9349749088 0.824701195219
50 13.7833333333 17.5332527207 0.00698518753052 3.46191184524 12.7827329636 0.0159659385681 1.82026600838 9.75093603134 10.6097519398 0.541112454655
100 18.1833333333 8.9825847846 0.00738501548767 4.56792667412 18.5948059559 0.0179250240326 2.96024298668 13.3355169296 16.5400850773 0.540329972502
