CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
10 005.001 0 0.298886060715 0.805746614934 2.16772580147 0.340401887894 0.493769168854 1.92974305153 2.16772580147 0.90625
50 005.001 0 1.74592208862 1.91311621666 2.14310193062 1.74592208862 1.93177390099 2.14310193062 2.14310193062 0.5
100 005.001 0 3.11487412453 3.1755648613 3.24018001556 3.11487412453 3.16031312943 3.24018001556 3.24018001556 0.5
