CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
10 004.001 26.0869565217 1.43381905556 7.75436657409 25.7530810833 1.91532611847 3.97160291672 16.4017350674 23.6880280972 0.347826086957
50 004.001 91.4893617021 5.72821593285 8.8146512965 10.9718501568 7.18836903572 9.19562482834 10.480068922 10.752259016 0.0106382978723
100 004.001 94.8979591837 7.25228381157 16.4656753005 18.5948059559 15.333384037 16.5928981304 17.9063301086 18.2250459194 0.0
