CUs RPS ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
1 4.55 0 0.0166258811951 0.067189009635 0.849775075912 0.0228989124298 0.0452001094818 0.0958750247955 0.180783987045 1.0
5 10.45 0 0.0126528739929 0.316027593384 4.78869199753 0.0239088535309 0.160876989365 0.626803874969 0.815665006638 0.988038277512
10 20.3 0 0.0132150650024 0.331467596181 5.16416692734 0.0387361049652 0.233320951462 0.908312082291 1.0083630085 0.998768472906
