CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
1 006.001 0 0.0464811325073 0.0523900985718 0.0635979175568 0.0464811325073 0.0524439811707 0.0635979175568 0.0635979175568 1.0
5 006.001 0 0.0515599250793 0.146228299421 0.285360097885 0.0652670860291 0.157342910767 0.236027956009 0.285360097885 1.0
10 006.001 0 0.141619205475 0.251152813435 0.542920827866 0.174253940582 0.216114044189 0.366374015808 0.507753133774 1.0
