CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
1 001.001 0 0.0852890014648 0.0941396819221 0.127377033234 0.0852890014648 0.0895550251007 0.127377033234 0.127377033234 1.0
5 001.001 0 0.104243993759 0.28482940197 0.656988859177 0.179759979248 0.244122982025 0.517864942551 0.656988859177 1.0
10 001.001 0 0.400094032288 0.557431280613 0.983717918396 0.429799795151 0.495275020599 0.949836015701 0.978276968002 1.0
