CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
1 002.001 0 0.0776541233063 0.0813899040222 0.0836482048035 0.0776541233063 0.0819978713989 0.0836482048035 0.0836482048035 1.0
5 002.001 0 0.119035005569 0.327002227306 0.665832996368 0.13659787178 0.30490899086 0.564878940582 0.665832996368 1.0
10 002.001 0 0.307178020477 0.456355398893 1.39397907257 0.334582090378 0.409466981888 0.64146900177 0.738590955734 1.0
