CUs SPPS ERROR MIN AVG MAX P10 P50 P90 P95 APDEX E G F P U
1 3.65 0 0.0228989124298 0.0837561626957 0.849775075912 0.0243539810181 0.0484979152679 0.178952932358 0.186841011048 1.0 1.0 0 0 0 0
5 8.45 0 0.0238540172577 0.390827023771 4.78869199753 0.0659730434418 0.210362911224 0.665832996368 0.862249135971 0.988038277512 0.988038277512 0 0 0 0
10 16.3 0 0.0431208610535 0.412809337575 5.16416692734 0.108829021454 0.307178020477 0.937414169312 1.04680395126 0.998768472906 0.998768472906 0 0 0 0
