CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
1 005.001 0 0.0439059734344 0.0482103824615 0.0534460544586 0.0439059734344 0.0490820407867 0.0534460544586 0.0534460544586 1.0
5 005.001 0 0.0491681098938 0.254296316041 0.903122186661 0.0745651721954 0.200182914734 0.553241014481 0.903122186661 1.0
10 005.001 0 0.0876801013947 0.303164393561 0.642488002777 0.201188087463 0.275563001633 0.503252983093 0.56075501442 1.0
