CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
1 012.002 0 0.140304088593 0.20428353548 0.346436977386 0.140304088593 0.167392015457 0.346436977386 0.346436977386 1.0
2 012.002 0 0.100302934647 0.21460835139 0.306861162186 0.100302934647 0.247364997864 0.306861162186 0.306861162186 1.0
