CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
1 002.001 0 0.0929479598999 0.0978837966919 0.106994867325 0.0929479598999 0.0961608886719 0.106994867325 0.106994867325 1.0
2 002.001 0 0.0982351303101 0.190780431032 0.326310157776 0.0982351303101 0.213793992996 0.326310157776 0.326310157776 1.0
