CUs SPPS ERROR MIN AVG MAX P10 P50 P90 P95 APDEX E G F P U
1 2.925 0 0.019847869873 0.203982556987 2.50398182869 0.0221450328827 0.107142925262 0.329770088196 0.521164894104 0.993630573248 0.993630573248 0 0 0 0
2 4.625 0 0.0222840309143 0.290845403156 3.59839439393 0.0341141223907 0.21470117569 0.530721902847 0.860822916031 1.0 1.0 0 0 0 0
