CUs RPS ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
1 3.925 0 0.00522089004517 0.152012478774 2.30090999603 0.00641703605652 0.0583951473236 0.308547019958 0.420217990875 0.993630573248
2 6.225 0 0.00543189048767 0.216089958168 1.49959087372 0.0139391422272 0.149690151215 0.475033998489 0.816790103912 1.0
